Stkcd,other_receivables,fix_assets_net,intangible_assets_net,ttl_assets,ttl_current_assets,net_assets,total_liab,current_liab,year,retained_earnings
002092,35987431.61,11380736646.51,196935750.09,21913930868.39,2959513702.43,7172313379.32,14741617489.07,5683863485.39,2012,1508255354.7600002
002092,29057300.02,17221501052.6,417033438.64,25004633096.7,4881515831.64,8649406588.95,16355226507.75,4844331416.6,2013,1391174996.06
002092,237698836.27,20478187116.82,579974608.04,31714055031.85,5831497323.83,10223065627.06,21490989404.79,10533256445.16,2014,1626371055.63
002092,237489713.7,23440224757.79,606687295.35,37027654471.47,8675659118.77,11964984389.61,25062670081.86,12680084629.01,2015,1597901221.92
002092,381020707.85,24984183023.43,605788883.09,46668255872.13,14022210225.19,16681931373,29986324499.13,16948820331.51,2016,3339909017.2200003
002092,509159087.23,26753712612.17,716371034.74,55627409851.44,19557155995.84,19147300528.71,36480109322.73,25400553456.99,2017,5444794546.52
002092,1358783957.25,28390353973.55,702593619.34,58627985736.63,21081274140.52,19747963936.63,38880021800,27912719483.4,2018,7433871137.89
002092,617066246.93,28032649934.38,743108057.37,60111912204.66,19069107222.05,21690507837.14,38421404367.52,27549748782.09,2019,7412078580.450001
002093,10203215.78,110169095.92,144060422.72,2102628847.85,1460133692.88,1267757008.27,834871839.58,331359292.77,2012,270171505.42
002093,7151167.55,102062206.51,140253667.44,2276693755.25,953214431.15,1280991396.14,995702359.11,356968930.09,2013,369965817.71
002093,5745391.16,530733837.64,137165109.31,2410830431.98,1140010498.83,1310752408.47,1100078023.51,376769564.05,2014,415478323.51
002093,10052875.19,552382025.38,133873781.59,2847455981.04,1474337820.13,1349509763.19,1497946217.85,633544019.95,2015,448822076.89
002093,7801519.34,527579192.43,130417205.85,4572132957.91,3130071048.59,2852710953.73,1719422004.18,1243440174.91,2016,526167525.26
002093,8813627.85,509577976.04,127670370.45,4680245048.7,3064854684.53,3006504179.42,1673740869.28,1624373739.77,2017,678901842.23
002093,11275275.9,736877846.92,124406173.77,4517540557.63,2874482547.05,3162190458.42,1355350099.21,811513717.51,2018,794029657.2
002093,9936871.35,733115340.2,120979742.83,4373640033.33,2711239980.93,3316576506.07,1057063527.26,614722399.04,2019,885056157.18
002094,6567581.25,141432143.94,10951665.43,1117996712.11,860954845.51,552568004.36,565428707.75,268407337.89,2012,244808576.55
002094,50813028.15,183464919.82,10392570.33,1108025215.12,851710973.51,603437073.61,504588141.51,256965812.75,2013,299014305.81
002094,9169225.13,174744169.39,12575002.34,1227536700.11,698281891.95,632760569.78,594776130.33,396553801.57,2014,328753331.28999996
002094,23037633.88,165392132.07,11635642.48,1917983285.87,1200933005.46,803991363.71,1113991922.16,888059593.4,2015,419326979.15
002094,42137944.74,169185386.91,18601916.8,2884295219.38,1584797475.03,1923833280.77,960461938.61,778711061.6,2016,604083761.48
002094,70791385.31,211330910.16,133493534.39,4660270011.92,2584822020.17,2866347403.1,1793922608.82,1466874973.23,2017,987395399.36
002094,107662455.23,212216828.28,140547488.19,5916590281.64,3611580683.4,3374389552.99,2542200728.65,1631664402.26,2018,1042942258.1
002094,135563413.07,199852111.76,97898718.46,5550500569.66,4184595106.8,3392093667.03,2158406902.63,2076310928.49,2019,1064113224.4200001
002095,1958852.78,74981121.31,0,565746866.35,446717912.39,476812894.88,88933971.47,85650294.78,2012,227696452.71
002095,1693165.52,71041998.92,0,593570983.21,476567738.66,494501010.64,99069972.57,95785627.88,2013,244452146.68
002095,1593985.53,73571399.44,0,589260590.22,471037340.04,499110047.18,90150543.04,86465530.35,2014,245422563.12
002095,1228750.01,69358735.04,0,591845602.48,424967805.92,508058749.25,83786853.23,80401172.54,2015,231933590.94
002095,1291013.86,64759495.66,0,1189115225.08,1020785065.85,1057153702.74,131961522.34,128675173.65,2016,244552834.22
002095,1017114.51,71714241.85,,1294731246.86,1136766546.92,1065530202.25,229201044.61,226614027.92,2017,251085792.56
002095,2668893.81,68187325.93,,1497073424.5,1352725838.02,1090603013.44,406470411.06,403982726.37,2018,273296298.63
002095,11084225.57,63964291.77,,1595345884.39,1433232573.85,1139889309.56,455456574.83,453068222.14,2019,295658625.44
002096,26999371.55,756875785.18,366436839.46,2541382288.98,1092301669.32,1768797302.19,772584986.79,661668294.59,2012,620623259.05
002096,26504202.79,870282839.72,363458356.29,2827303355.88,909589836.64,1942546837.8,884756518.08,749912794.97,2013,782939668.26
002096,21641327.45,919836898.11,416292969.22,3094782079.82,1092157416.14,2102916564.01,991865515.81,871079882.16,2014,943717160.28
002096,91718499.32,941276117.48,416055006.42,3697673993.31,1469997688.74,2391138378.42,1306535614.89,1107892637.26,2015,1006020898.53
002096,76035065.86,918209840.6,407556784.22,4457703542.15,2530195504.75,2094393350.21,2363310191.94,2174418141.17,2016,1025020557.04
002096,74277947.22,970583043.22,403812579.83,3895782761.79,1986986850.34,2055025689.96,1840757071.83,1661006151.13,2017,1037214175.93
002096,213993945.97,990329287.43,390420250.23,3724664009.11,1877053704.08,2031844711.25,1692819297.86,1522529552.58,2018,1052506217.89
002096,250247018.3,996632780.93,379030709.21,3686649060.58,1822037097.48,2064102984.09,1622546076.49,1445475303.19,2019,1066844600.94
002097,13833451.65,585541143.93,450924777.93,5308617161.34,3882797486.33,1693422373.02,3615194788.32,3147534184.54,2012,675697623.97
002097,22441650.43,1076043666.99,560719840.51,5629936853.46,3773175462.87,1709429936.99,3920506916.47,3629656124.87,2013,690664083.56
002097,30745283.32,1194324968.3,565673889.5,6429806235.76,4385293163.53,2440292714.55,3989513521.21,3650241501.1,2014,684856101.91
002097,208690222.79,1079344046.13,495564641.49,6319163085.73,4565217255.1,2424158695.65,3895004390.08,3737784195.27,2015,640509611.15
002097,182001789.94,3414929388.22,484431635.31,10172481442.39,5936529427.12,3146083214.29,7026398228.1,5217761505.09,2016,707430611.0899999
002097,299802165.37,3460132264.39,439582687.7,12287746055.82,7517986237.76,4766422679.41,7521323376.41,5240258506.69,2017,794173368.99
002097,409817040.63,4260805065.69,425768443.8,14287399064.97,8438458916.25,4936892373.16,9350506691.81,6288631074.63,2018,1155711740.24
002097,574823298.49,4436056145.94,523729420.14,15702945442.8,9374220531.41,5048018727.91,10654926714.89,8206616148.06,2019,1549735245.65
002098,3052900.83,542280889.16,95792895.23,1324164826.63,597635067.77,597014834.02,727149992.61,699208325.83,2012,230038197.43
002098,3895651.93,567113121.56,83380426.89,1317699999.65,587110096.88,640993536.93,676706462.72,673264795.86,2013,274058679.19
002098,3877154.23,577232467.63,80667282.98,1377282822.19,601727822.52,687010574.58,690272247.61,684620469.57,2014,320072765.02
002098,30853325.04,528535343.28,77867590.15,1476910357.78,683420107.23,1041507195.56,435403162.22,385698255.83,2015,373737766.88
002098,7395559.89,582023505.79,77528431.54,1461968011.47,627489282.76,1129939364.92,332028646.55,286238838.22,2016,462086757.94
002098,25954952.47,621054714.54,188105566.61,3185619330.22,1445368305.29,1391333411.13,1794285919.09,1202797191.93,2017,549837624.61
002098,15227149.17,643792766.95,151504742.49,2146624872.98,1063273148.15,688411767.68,1458213105.3,903281826.36,2018,-110525254.91
002098,18019649.9,624164160.81,140130109.47,2045797515.07,960410904.55,721334835.58,1324462679.49,1122486562.91,2019,-58651152.33
002099,12780690.48,524072548.38,75047413.19,1918018610.34,866834045.88,738046146.9,1179972463.44,681281550.43,2012,287672105.59
002099,19681707.53,840466608.4,72966494.29,2109536911.85,909109475.16,632798438.67,1476738473.18,975737841.88,2013,205565198.26999998
002099,26048307.98,1146978719.65,412932900.76,4167443190.71,1339256139.84,3178709668.22,988733522.49,866421251.3,2014,259084457.44
002099,21341465.9,1326770737.25,451966250.37,4830763379.43,1900238641.13,3572745981.84,1258017397.59,1041073771.98,2015,624119925.38
002099,75453262.98,1071320444.52,433730667.72,6905599097.34,4049105133.22,4770338867.26,2135260230.08,1753955166.75,2016,697234454.18
002099,3338197.65,1216783257.95,538859342.61,7466927438.54,4535507677.95,5142008176.75,2324919261.79,2184758019.27,2017,991034702.1899999
002099,10817853.96,1215120643.61,539514850.87,7035373344.57,3733595006.61,5390549932.23,1644823412.34,1579026351.68,2018,1434294197.67
002099,18297536.18,1724407333.34,533455319.46,6747198664.47,3062429817.76,5724462095.55,1022736568.92,940281788.69,2019,1738398223.26
002100,2749405.15,765328610.42,112889619,2527066933.35,1290975891.64,1238620790.6,1288446142.75,1078541922.75,2012,410716466.5
002100,17775315.46,981417297,118555305.93,2876400746.04,1425452945.69,1720528967.32,1155871778.72,1018811617.72,2013,477348614.96
002100,17257493.34,1080224198.62,131398825.07,3011100424.35,1490660708.15,1870068146.2,1141032278.15,1013016842.12,2014,632879799.71
002100,51926448.45,1269870527.16,136819082.05,3805261766.08,2065782845.79,2385219991.14,1420041774.94,1268744714.61,2015,823474677.74
002100,14457347.95,1303123461.66,148761422.44,4490817872.34,2541045679.85,2704246616.22,1786571256.12,1656713433,2016,1099456589.69
002100,27489540.65,1556339277.27,164041957.28,5872850839.57,3575393511.14,3055177541.77,2817673297.8,1762925273.87,2017,1410058072.68
002100,174576545.61,1714913682.69,165727135.42,8508742207.44,5857658521.18,3278811956.09,5229930251.35,3546600248.13,2018,1627247758.03
002100,51885578.66,3215173098.2,240457429.9,11154464066.4,6694423165.08,5164818356.09,5989645710.31,4300955352.67,2019,2171415764.1
002101,865647,679036335.36,69459763.63,1758316640.5,794966708.78,985617053.12,772699587.38,709449587.38,2012,314969220.34999996
002101,1527723.35,800676433.97,85288177.57,2395086925.57,1332315668.17,1264341281.43,1130745644.14,988495644.14,2013,372254275.84000003
002101,2967051.55,874660360.94,110486123.21,2552560467.18,1322415799.25,1349389088.05,1203171379.13,1128314212.46,2014,461446161.12
002101,3157623.62,1009882054.86,107016451.47,2761576599.8,1289778266.12,1456458992.44,1305117607.36,1095544607.36,2015,570961138.71
002101,102562067.42,1273535286.15,130585254.11,3787258505.18,1699047570.69,2167004923.89,1620253581.29,1278389794.28,2016,737047659.96
002101,9902757.41,2049924350.94,354969048.1,7895426195.63,3620942764.12,4590318636.12,3305107559.51,2984764560.94,2017,993130607.46
002101,13333484.31,2118736269.49,337523317.81,8488879586.9,3800877569.62,4891947625.91,3596931960.99,2998483806.83,2018,1258727087.66
002101,11372964.17,2649381013.62,380679568.1,8079323179.18,3440167838.08,4778838420.47,3300484758.71,2941973049.44,2019,1118616934.24
002102,28232386.51,396402571.78,38242060.84,1950011775.07,715687536.13,657350370.17,1292661404.9,1136813721.79,2012,116236209.86
002102,15477971.28,392799164.13,183579645.55,2013664499.84,644136350.07,682942798.35,1330721701.49,1165666445.93,2013,144273521.65
002102,106353649.47,706068657.54,287871288.93,4462432173.46,1096790887.66,2057596982.97,2404835190.49,1539119838.41,2014,149964674.49
002102,874143910.28,438814258.29,275807147.8,4871709219.66,1510121257.95,2908983655.89,1962725563.77,935997383.69,2015,343254578.96000004
002102,283866801.15,568946273.12,332430304.07,7119831661.11,1975885398.31,4586510835.34,2533320825.77,1386112387.94,2016,588655632.01
002102,131092128.59,979452021.58,325512283.04,8210869555.34,2711214005.81,5341401934.56,2869467620.78,2036044886.72,2017,871209743.8699999
002102,25942046.07,1289809625.84,317087244.15,7668567056.67,2483579085.95,2443459702.31,5225107354.36,3598552455.58,2018,-1972915152.1100001
002102,153956050.5,765216958.88,237602882.14,8200469746.63,2822337756.65,3317498443.71,4882971302.92,3773873788.36,2019,-1289465320.67
002103,18969540.22,365111741.91,86315969.57,1172777575.11,637848073.14,749010822.41,423766752.7,419534398.95,2012,292486352.46999997
002103,23264334.66,356522706.12,108386073.07,1171329626.22,637212841.68,752398286.41,418931339.81,214627301.06,2013,298363296.33
002103,47175786.1,316058323.57,100675765.19,1170109857.5,678280469.71,749346791.4,420763066.1,418143301.1,2014,296729623.72
002103,33816197.06,299396290.84,92522351.75,2149241015.02,857867514.46,1627601277.85,521639737.17,515707437.17,2015,357259585.83
002103,58099801.19,283739192.39,91912109.13,2617300185.66,766010461.38,1709286907.49,908013278.17,900328069.29,2016,430988832.4
002103,59380030.46,277495787.9,95686039.17,2652804758.56,1292924391,1779653667.17,873151091.39,747208810.42,2017,497033944.44
002103,211067241.34,273020251.98,93968543.02,2061495090.19,1496050164.75,1014614689.46,1046880400.73,1046289708.96,2018,-196907471.8
002103,158358728.63,277000258.94,91539406.31,1907526690.27,1299268966.42,1026842240.7,880684449.57,880603449.57,2019,-184071181.52
002104,6281450.51,246456443.24,29899923.59,1077407610.86,775529505.83,808606979.56,268800631.3,260003323.34,2012,350886846.21000004
002104,7102486.58,367820065.64,29138545.53,1229251299.69,801141314.79,965066295.7,264185003.99,256373514.47,2013,507608004.33000004
002104,5291733.27,345090942.55,27106099.41,1583424984.06,1176259648.21,1209045651.95,374379332.11,368956056.96,2014,469318799.5
002104,8487587.77,346658565.52,96987002.33,1920722745.57,1318641014.08,1567853199.66,352869545.91,334588199.71,2015,768932990.52
002104,8407035.65,336493886.85,106400569.4,2034025047.25,1292734593.78,1663970073.39,370054973.86,308939881.5,2016,843987935.03
002104,7696399.46,307853308.66,155628561.43,2186573315.72,1422532243.42,1880764530.32,305808785.4,284579523.7,2017,1006636338.96
002104,8364104.07,194067865.01,135303356.84,2250514166.49,1618161089.47,1982722451.23,267791715.26,250081963.71,2018,1152129360.07
002104,8789026.91,177832871.02,123553374.44,2349715249.41,1726181011.06,2017269483.72,332445765.69,316976993.63,2019,1229066661.66
002105,5914266.21,518989368.34,104067486.48,1424259945.04,757394578.19,567281217.44,856978727.6,740483141.94,2012,119792123.75999999
002105,6941999.29,486839259.92,88912343.95,1441620459.59,815354207.59,597056537.85,844563921.74,723017074.77,2013,97214448.47999999
002105,7191213.69,485279959.22,86272430.15,1473903229.83,842986925.97,591198811.08,882704418.75,813663384.32,2014,97046016.81
002105,6842618.86,461022896.93,82035570.57,1313285842.06,717312639.57,515880273.53,797405568.53,782739897.66,2015,25464622.94
002105,5040696.83,441842324.38,74632253.08,1393041277.43,820608715.81,531858579.24,861182698.19,784473467.92,2016,54016333.31999999
002105,3713143.67,473318958.13,70818481.62,1454028744.47,869690063.67,571976920.6,882051823.87,807285673.52,2017,99807328.19
002105,3893178.56,535883815.13,84349906.95,1656718374.32,971656176.91,569368708.86,1087349665.46,963841473.42,2018,88622451.46
002105,6422162.5,480877765.01,82010480.34,1641675826.34,1007685991.57,595619500.65,1046056325.69,914626400.01,2019,130561052.69999999
002106,2491356.46,987997298.69,209140482.61,2780583008.53,1431037712.06,2515907040.7,264675967.83,248545967.83,2012,1369423330.1399999
002106,2504124.92,1048921734.15,193405348.22,5190849885.85,3085285915.03,4172998289.22,1017851596.63,832028722.79,2013,1330068313.23
002106,3075826.35,1897400486.87,168036971.45,5160652181.48,2788563537.72,4116173197.4,1044478984.08,801642776.17,2014,1273140600.84
002106,2162719.07,1504769446.63,149300029.01,4281341617.33,2443598988.02,3493986396.45,787355220.88,558333578,2015,661500795.39
002106,3188022.91,1425191161.48,130563086.57,4647211397.37,2957597961.33,3717929489.52,929281907.85,711861652.38,2016,873274327.1400001
002106,2160033.58,1289107400.88,111826144.13,4671844409.77,3001425896.37,3792930505.02,878913904.75,676343786.91,2017,943597216.06
002106,3561617.71,1201489809.75,98369385.41,4845035176.21,3287703898.76,3843708178.86,1001326997.35,812073859.41,2018,1097963041.08
002106,1811965.11,1148196678.21,95472995.33,5326181898.96,3849901674.16,4057289965.13,1268891933.83,1094369685.98,2019,1309237416.03
002107,13275383.96,193589262.68,63252157.05,643697102.68,386855682.95,594414268.43,49282834.25,40282834.25,2012,99926695.13
002107,10339605.18,186797255.88,58087204.89,645047401.23,400162940.46,605035556.87,40011844.36,36365026.18,2013,110547983.57
002107,9894861.3,180406421.53,52934089.93,668638484.35,435297972.89,631744756.72,36893727.63,32791395.48,2014,137257183.42000002
002107,12264340.48,214898415.24,58877211.19,668227952.48,346275356.81,547258898.63,120969053.85,81958770.64,2015,115526228.68
002107,16951261.67,206937677.21,53316108.55,705626466.89,378909982.89,572637193.38,132989273.51,94156729.54,2016,128260058.7
002107,18645178.63,236381431.95,29991576.89,855495508.77,538621914.97,655781316.59,199714192.18,189853598.65,2017,185291937.29
002107,27418846.98,235227063.49,20704318.53,922375081.54,561586698.77,695777291.75,226597789.79,212967973.45,2018,230943455.67999998
002107,90293167.47,258439287.16,32787133.48,1008021813.82,619210843.46,775149183.28,232872630.54,212736521.86,2019,308707164.18
002108,3966295.55,403732792.27,68752047.62,1779882860.37,1100521972.45,1109184501.05,670698359.32,597695997.29,2012,412774276.56000006
002108,15297548.46,604362662.27,67318729.82,2146192079.91,1324424778.73,1199876942.81,946315137.1,767804045.12,2013,500902007.59000003
002108,4585859.69,633289412.74,88471896.51,2519113368.91,1527870854.55,1627033416.26,892079952.65,765428924.32,2014,599973073.0699999
002108,53527983.09,788120059.82,80359632.98,2435486574.73,1323613972.7,1791843320.41,643643254.32,609480483.65,2015,723656167.52
002108,25336662.26,865746042.6,121313144.27,3631394771.56,2163055929.95,2772315753.59,859079017.97,610407732.36,2016,1112022374.43
002108,52184920.66,1193692956.68,128496194.48,3828758493.54,2084724218.08,3214719137.91,614039355.63,523481729.18,2017,1554647255.8400002
002108,9646327.7,1453037256.06,229792130.58,4846529540.86,2110611105.17,3297359264.35,1549170276.51,1265977613.59,2018,1634385308.66
002108,16417491.94,1403842048.22,233668028.82,4755459195.09,1936621943.52,3361866683.86,1393592511.23,1153113206.69,2019,1658690528.1699998
002109,862339.59,839941575.15,39148348.41,1733884287.8,664613397.33,1291559596.54,442324691.26,327967548.39,2012,708339473.22
002109,267413.69,789759116.09,38190446.68,1891422877.6,533303839.1,1319367720.59,572055157.01,506126585.57,2013,733534168.74
002109,113378.4,1333510647.85,38164117.3,1939607378.72,399410446.11,1167976383.68,771630995.04,595080995.03,2014,582454747.35
002109,309605,1355043084.79,37110366.58,1773141002.35,332899390.31,1031714736.4,741426265.95,609327717.37,2015,447804209.05999994
002109,4322700,3376744499.75,179760913.83,4439175497.76,749469526.93,3122480821.88,1316694675.88,1316694675.88,2016,-194226363.70000002
002109,3996750,3200428625.26,173598321.15,4122660397.46,642432374.64,3335858050.68,786802346.78,786802346.78,2017,12186657.689999998
002109,,3006034469.4,167435728.47,4315967996.94,1046247694.52,3580550105.82,735417891.12,635417891.12,2018,250217870.04
002109,4600000,2837866829.84,161273135.79,4178106552.12,1080979261.76,3723798697.05,454307855.07,454307855.07,2019,396366457.46999997
002110,17350745.49,4267212161.34,6063915.19,8752744777.2,3781256937.6,2737849474.62,6014895302.58,4711713357.81,2012,1496964359.9199998
002110,17435941.24,4524685757.82,5118445.15,8602905380.08,3461979868.97,2597386346.81,6005519033.27,4627396565.63,2013,1356501232.1100001
002110,22459904.93,4350415335.63,8263575.12,8036859523.18,3100613871.13,2593152146.21,5443707376.97,4203703064.83,2014,1382572237.56
002110,17594850.46,4178104988.77,10056190.85,7124119667.72,2297077686.73,1649021903.87,5475097763.85,4193545230.04,2015,448588815.15999997
002110,16487326.4,6457297959.46,330664385.9,12575399349.3,5387996423.54,7297895851.57,5277503497.73,4491982585.54,2016,1375123517.51
002110,9169036.41,6511492466.88,326598886.15,15751268824.87,8189690421.66,11011080762.31,4740188062.56,4180016237.08,2017,5090125855.25
002110,24023667.83,9715413759.08,584250725.89,28217868296.57,16431589871.78,18411761829.43,9806106467.14,9263461269.62,2018,10901860550.76
002110,30352229.22,10332880400.2,1438416512.93,29769001288.5,16330680177.51,18795341826.13,10973659462.37,10112611273.24,2019,11426330751.02
002111,29869300.56,323278171.98,152157634.45,1820023835.83,1119396230.73,1099888469.75,720135366.08,630739805.67,2012,372790049.72
002111,33542442.68,466340665.02,153090770.57,2090718848.11,1316698740.65,1167563085.86,923155762.25,843086363.84,2013,441815691.60999995
002111,43679354.21,468144333.16,144988881.3,2505772095.3,1698809967.91,1254098709.89,1251673385.41,1171059792.73,2014,528351315.64
002111,85539465.04,706809523.15,183319875.88,3338843712.26,1973651541.12,2046408209.57,1292435502.69,1215909394.64,2015,670580922.8100001
002111,76278834.87,782185754.45,190580335.17,4157572551.19,2477713765.42,2779409863.87,1378162687.32,1295029057.91,2016,795789693.3299999
002111,64751945.12,850548704.69,192300395.52,4487760606.74,2898553518.17,2671089631.35,1816670975.39,1738584961.59,2017,851775411.81
002111,71147675.12,846778623.38,176764048.51,4577306149.56,2956798697.92,2821638270.48,1755667879.08,1590947232.82,2018,1040773676.53
002111,86888175.08,868822271.37,177728250,4816224989.54,3139277810.41,2966479163.78,1849745825.76,1701229970.26,2019,1238832983.04
002112,13802905.94,217732990.53,21244981.43,1046747630.6,757210320.85,444772300.48,601975330.12,591975330.12,2012,174021400.48
002112,18513853.58,222148920.86,55436969.23,1080606332.8,766230150.92,462066983.54,618539349.26,610439349.26,2013,191316083.54000002
002112,26200009.94,228557145.97,44804517.34,1300881859.7,1003210192.99,480988527.75,819893331.95,812693331.95,2014,206009792.73
002112,18070556,219786630.61,43691144.62,1433783242.66,1047161459.53,484406585.17,949376657.49,943076657.49,2015,213655685.17000002
002112,16736035.47,208509366.39,42577051.81,1229936203.22,856011187.68,505410384.34,724525818.88,667643927.83,2016,216895685.95000002
002112,27529470.58,200289167.04,41463319.03,1168593483.27,808792361.75,378216754.95,790376728.32,736048793.28,2017,92366626.32
002112,14157461.22,175308450.56,40375226.97,1002587459.37,678538699.51,384502784.39,618084674.98,566246898.46,2018,98652655.75999999
002112,28314358.96,168257707.1,39292263.1,1040092877.49,732651409.09,380271382.84,659821494.65,610473876.65,2019,108664920.63999999
002113,5859594.41,1414326.17,113422233,154482114.65,39035313.39,89674892.02,64807222.63,64807222.63,2012,-164626622.14
002113,294911.52,1700924.36,106448655,118932977.71,8248416.98,93367415.36,25565562.35,25565562.35,2013,-161393491.6
002113,619773.02,1523309.95,99475077,118774965.14,15062511.48,94611094.77,24163870.37,24163870.37,2014,-160752217.22
002113,480259.81,917466.22,92501499,110879530.14,15483399.15,90725160.13,20154370.01,20154370.01,2015,-165140435.35999998
002113,3382239.78,1974736.63,101643942.44,1117387987.97,305956427.02,948698303.84,168689684.13,167735417.5,2016,-111027354.72999999
002113,383880148.87,3361730.34,91158996.04,3183090143.18,1215680717.89,2671023082.31,512067060.87,510575303.95,2017,-105640438.81
002113,620155903.27,60722709.01,301757121.88,2802656172.72,943722970.39,2294469198.39,508186974.33,378343025.67,2018,-483295560.73
002113,141343323.3,61304001.11,260373989.93,1948111450.11,581072783.95,145618571.19,1802492878.92,329421615.15,2019,-2632146187.93
002114,1108305.49,443116357.18,21094850.2,839254611.63,271885191.66,213672212.04,625582399.59,622416208.68,2012,-156065779.96
002114,4579767.74,514400272.84,631950020.62,1770039249.73,512524969.02,781605448.53,988433801.2,908389484.51,2013,-210920780.56
002114,1913347.53,492526802.42,612657204.99,1561249990.13,336501754.28,807060356.97,754189633.16,680908363.73,2014,-184463821.88
002114,18713752.7,515624374.11,606936654.89,1789022681.56,508620551.9,827434373.67,961588307.89,882426805.3,2015,-166734628.9
002114,37650285.69,578819969.96,601933433.14,1892194370.56,548802537.2,908302172.88,983892197.68,898994344.31,2016,-83821127.09
002114,31826833.81,655631258.69,945294981.3,2355346377.04,609339440.47,1810117873.68,545228503.36,451427222.14,2017,-30807372.68
002114,13144394.43,668058510.49,924226347.75,2194100379.94,424837753.64,1547596156.3,646504223.64,480949229.81,2018,-288580793.06
002114,11382233.84,639461815.31,895492673.52,2231901695.5,511643420.8,1565942143.85,665959551.65,446682530.12,2019,-263015365.49
002115,25258850.59,199193086.67,16673856.43,1958264210.08,1659755607.94,1125274262.08,832989948,729043157.42,2012,411630498.86
002115,49265662.1,179000892.7,18494074.77,1986247970.78,1623779658.4,945200846.05,1041047124.73,617512114.11,2013,242209989.29
002115,61118979.58,172408029.27,66694747.23,2034648517.65,1612840469.34,960073852.65,1074574665,648253961.23,2014,256144424.43
002115,58367123.21,157747954.83,84712365.89,2067790651.54,1495272309.09,969734267.33,1098056384.21,671655097.19,2015,275130167.91999996
002115,59406870.07,319589719.42,97505743.01,2609137322.5,1778437460,988058633.6,1621078688.9,968826224.91,2016,261661914.2
002115,48908368.38,753373056.61,183885135.77,4335708086.64,1927887301.65,1893685504.14,2442022582.5,2023498048.66,2017,267310846.42
002115,56310647.1,600556774.08,130520552.9,4578247491.89,2117248930.61,2461723315.28,2116524176.61,1767605259.4,2018,454320982.19
002115,47891838.91,563180065.9,116058290.2,4631372732.1,2143418814.04,2601213535.44,2030159196.66,1519810941.44,2019,565170402.42
002116,73091021.78,183707998.01,31576000.59,2907142567.96,2639586373.14,588438535.94,2318704032.02,2314230562.93,2012,304065959.11
002116,80939906.32,194906462.32,29303230.91,3383333898.94,3057072624.39,709740227.41,2673593671.53,2664261879.65,2013,416342677.11
002116,83540895.94,308424271.75,29750651.1,3239584782.32,2845061606.44,885594356.91,2353990425.41,2338756600.83,2014,539603217.92
002116,91305971.59,283440150.99,56036357.33,3525115450.15,3111965348.74,1101104337.36,2424011112.79,2405930327.05,2015,612325705.56
002116,80723792.71,259923986.56,51774926.26,3799023624.4,3407417622.36,1155582639.04,2643440985.36,2625079368.02,2016,622182145.17
002116,82322672.52,245572113.67,52426578.07,3931356290.45,3561879845.8,1318315735.4,2613040555.05,2580736893.21,2017,739350110.5899999
002116,82361470.61,232779481.36,53738734.1,4302837577.8,3948682941.31,1432705469.69,2870132108.11,2842431999.69,2018,859670552.48
002116,61442863.77,223294166.5,52298561.22,4303104980.31,3921052361.59,1390991743.63,2912113236.68,2888298977.01,2019,831630166.49
002117,12184633.06,678927929.23,88907203.13,1453688606.5,664990827.96,1159776167.31,293912439.19,293912439.19,2012,375461350.94
002117,13853299.24,668065537.69,94585515.09,1593769899.09,821162993.09,1246940240.79,346829658.3,346749658.3,2013,454953925.82
002117,14563652.95,642821241.81,91790247.82,1823896910.26,1020137334.41,1370297510.18,453599400.08,431020606.23,2014,563124068.03
002117,24015264.13,624346358.01,91589685.44,2028819935.77,1176698605.44,1490223232.41,538596703.36,522415753.81,2015,670205165.86
002117,24598056.51,726610839.89,96069659.71,2209097358.54,1350463559.58,1592277710.5,616819648.04,603259700.17,2016,779131159.0600001
002117,30169102.2,719239192.58,91366720.35,2236810809.24,1317724594.77,1518129314.91,718681494.33,659215493.54,2017,901815191.5899999
002117,47741689.91,701049206.02,99049283.33,2312716835.99,1331885341.19,1627614598.96,685102237.03,631790081.63,2018,1013071750.62
002117,34175099.35,710275688.13,97335535.94,2335153191.93,1346446128.3,1640712819.13,694440372.8,657154781.93,2019,843260290.75
002118,25958123.16,262155121.82,171478396.44,3045392209.56,2030395194.76,1895436110.82,1149956098.74,1099140880.74,2012,658557979.75
002118,60469756.66,575326369.45,170237523.46,3778053002.42,2680377357.56,1945934865.97,1832118136.45,1230223271.84,2013,709038268.3699999
002118,64823895.75,679132545.54,164981382.7,4052417486.03,2941026349.28,1995410853.06,2057006632.97,1802732874.39,2014,756231424.77
002118,61191168.2,806071065.91,250331305.43,4998106954.08,3588286490.94,2015183047.78,2982923906.3,2733186901.06,2015,776329266.3499999
002118,108216970.42,862678359.68,314214449.33,6633834594.08,4599949924.23,3744652553.73,2889182040.35,2147090768.75,2016,939495693.8800001
002118,122656677.09,1143891929.25,401005254.67,8879497809.11,6666449159.02,4132299723.8,4747198085.31,3480324888.65,2017,1311073080.31
002118,65136748.95,1068322527.11,417837361.64,9919199057.86,7649425370.73,4310414907.99,5608784149.87,4304302202.33,2018,1485145226.73
002118,50893586.03,1440620668.86,404526801,10658639431.93,8148799481.99,4446850969.67,6211788462.26,4577132642.78,2019,1621570078.66
002119,3103216.06,472147897.48,114385977.81,1584191623.62,914535444.63,651405963.11,932785660.51,855683769.51,2012,250083541.13
002119,4894462.5,470363417.8,111781167.31,1615684641.1,906733375.11,754257071.34,861427569.76,791702194.76,2013,262214071.78
