Stkcd,other_receivables,fix_assets_net,intangible_assets_net,ttl_assets,ttl_current_assets,net_assets,total_liab,current_liab,year,retained_earnings
300149,4933264.05,93835633.7,25112619.18,667613842.7,444221953.53,640897580.38,26716262.32,25916262.32,2012,117919352.01
300149,18636647.89,171597966.98,23795615.05,703988366.99,428987295.57,670290357.82,33698009.17,33220573.27,2013,147601123.12
300149,2593465.29,219839186.26,47968314.04,741128471.88,416788839.62,696526434.45,44602037.43,44024857.89,2014,176238079.97
300149,1306317.53,148389105.59,46904266.6,756003841.36,464240357.82,723809489.95,32194351.41,30216339.12,2015,223647535.07999998
300149,1072912.26,147406666.85,45074158.96,793164054.45,514504858.34,769930513.46,23233540.99,21134596.94,2016,267523583.34
300149,3298967.65,154290485.66,43244051.27,1043177285.54,507340481.18,835445993.07,207731292.47,25801416.66,2017,304228092.81
300149,20596180.58,553465740.67,212263051.66,3347701009.32,735316120.59,2204505642.32,1143195367,354550616.05,2018,448421342.64
300149,7089298.91,605828476.27,192491122.13,3767716601.98,800187074.12,2303342786.48,1464373815.5,789243355.34,2019,552359328.6899999
300150,1761625.25,32643225.36,2091080.6,1470865024.4,1424068308.37,1382731095.66,88133928.74,87433928.74,2012,114065594.41
300150,9629310.97,24290672.82,1994687,1560858406.77,1529705006.25,1379760116.67,181098290.1,180398290.1,2013,111094615.42
300150,9549987.59,23005401.75,1540380.54,1624280082.4,1437936212.22,1456950570.27,167329512.13,164096178.79,2014,182167950.71
300150,63206112.04,25543658.27,996266.48,1706614276.34,1537302468.78,1524414069.48,182200206.86,182200206.86,2015,241950551.3
300150,16329826.09,29591683.81,1217557.87,1947654199.78,1393264488.21,1573420481.86,374233717.92,374233717.92,2016,278734521.78
300150,23253043.1,94068161.55,55924629.72,2566303471.41,1619173436.01,2008171953.17,558131518.24,558131518.24,2017,293080087.46000004
300150,41197744.22,58195217.31,50262572.96,2375478477.16,1514121762.55,2051575292.38,323903184.78,323903184.78,2018,322808882.62
300150,35031574.67,46109936.42,44516795.01,2384692197.67,1495699423.74,2049318043.28,335374154.39,335374154.39,2019,366224904.72999996
300151,3131167.49,169395961.04,16013861.93,822453645.12,624198123.75,719906420.99,102547224.13,102547224.13,2012,106346516.08
300151,1692430.88,155499672.7,15195824.53,950777834.23,763863666.82,735253349.05,215524485.18,215524485.18,2013,121693444.14
300151,4019793.62,228904884.09,22961941.49,953088293.8,655648911.17,777607009.15,175481284.65,135481284.65,2014,163363061.17999998
300151,2899916.19,299953040.24,29413352.62,967802948.34,587132557.89,810707169.27,157095779.07,113315085.84,2015,182971852.64000002
300151,4681806.62,302030388.71,35316232.22,1007312638.83,615490045.59,832019715.72,175292923.11,139867330.87,2016,199398883.21999997
300151,4961235.61,234795031.16,33147666.78,975165081.4,607713548.23,846612976.23,128552105.17,121231061.64,2017,219023213.15
300151,5243567.48,229349882.34,32615935.63,1036561045.79,654085630.07,890837022.67,145724023.12,140017121.26,2018,260793264.02999997
300151,11250905.86,278070946.14,32338167.89,1056841780.16,562387152.79,882598017.47,174243762.69,169713725.9,2019,292435383.03999996
300152,16993408.28,128078191.38,119077870.24,1681577503.2,1105354483.48,1393342622.61,288234880.59,259047611.61,2012,182802666.32000002
300152,41856855.45,314513605.05,117100330.05,2036738031.63,1292347546.64,1553627698.46,483110333.17,425089518.44,2013,219509778.4
300152,42082047.36,353962542.71,114443459.39,2737153122.06,1696222002.83,1668490479.86,1068662642.2,1038860589.12,2014,254548937.47000003
300152,64369548.78,374440990.51,120814428.52,3238881395.3,2108717079.19,1693609854.62,1545271540.68,1372592260.74,2015,249919616.64
300152,60958498.98,307531599.44,364009597.93,2825986783.57,1602081407.11,1328347286.86,1497639496.71,1145643640.58,2016,-38875682.41
300152,161302836.15,248616014.49,352725032.26,3026179112.38,1530095553.56,1230118850.04,1796060262.34,1485158752.5,2017,-36759819.75
300152,111483094.02,234002844.81,335332517.21,2021217521.65,1001963708.08,675622279.82,1345595241.83,1075523591.03,2018,-557601378.4599999
300152,103755325.98,273004261.52,531688401.03,1749033489.53,745006333.92,829267634.92,919765854.61,711782107.35,2019,-550565879.9799999
300153,3732058.88,6046436.24,14036917.49,1021097343.53,854736569.81,919301593.63,101795749.9,101635749.9,2012,105713644.37
300153,7910060.28,137028668.42,20214839.85,1076890378.38,833611880.95,923045700.03,153844678.35,145554678.35,2013,109840009.67999999
300153,7819249.71,136509900.61,43318128.84,1151437447.04,845033435.99,938898601.29,212538845.75,205858845.75,2014,125167242.2
300153,13554768.49,198308482.39,48388453.85,1357848005.41,927970167.78,1006732766.57,351115238.84,310820851.42,2015,142382145.69
300153,17567099.28,191260849.48,42191949.04,1377755311.57,963652710.66,976030579.82,401724731.75,374754331.83,2016,158097600.91
300153,13555871.84,162196729.92,41355475.58,1488952176.99,1010263123.31,974970293.77,513981883.22,463707079.34,2017,154912249.75
300153,28044975.87,210443298.29,40483162.09,1634781456.04,1011476482.41,962139899.36,672641556.68,616467165.48,2018,138218536.87
300153,55380242.8,148083208.14,40367123.32,1655906916.29,1200802617.89,980320711.04,675586205.25,642704235.39,2019,125520564.2
300154,35903992.82,110459171.41,33667566.11,1578593108.7,1410690324.44,1396689819.37,181903289.33,176707317.65,2012,250410534.01
300154,40190236.69,106088711.06,34787008.62,1657773038.78,1500923691.72,1442473346.55,215299692.23,210551290.04,2013,299251444.34000003
300154,36121828.35,99623642.29,34279995.67,1758934127.23,1607057756.5,1507964586.31,250969540.92,247133808.06,2014,366816140.85
300154,54421476.76,90469015.95,32174929.46,1703332531.39,1563514339.97,1531488061.47,171844469.92,161493788.37,2015,381206276.1
300154,57285935.15,83601311.63,28898920.26,1783508545.47,1650572406.26,1557376391.28,226132154.19,206797463.52,2016,387409231.41
300154,42779627.71,86326989.06,45680391.44,1866863761.8,1719099501.95,1562932188.53,303931573.27,278732092.66,2017,406146180.68
300154,29308617.21,80918815.16,42102019.52,1907329255.38,1746095170.43,1608780358.35,298548897.03,278209559.67,2018,422247725.14
300154,5993451.82,79942023.57,39403883.13,1919607193.46,1702921285.53,1660519328.3,259087865.16,239150452.98,2019,448949699.5
300155,3993404.53,139369603.43,27310812.93,1239066203.69,1012991919.91,1011940200.85,227126002.84,217174212.71,2012,114441244.03999999
300155,7064998.63,208681568.37,29029575.7,1303299125.47,986203661.6,1121106888.04,182192237.43,165505556.05,2013,179917358.76999998
300155,11277929.29,227833285.79,32373372.93,1370399452.36,1045300911.28,1137643627.29,232755825.07,192192770.82,2014,211443125.16
300155,9951698.62,231593954.19,39002565.76,1402772522.74,1015813785.67,1160013601.59,242758921.15,206275260.86,2015,228314848.17
300155,7881632.76,266555735.36,39523188.07,1475925515.44,1049759785.89,1170124862.65,305800652.79,271898090.77,2016,236052954.59
300155,4824830.06,276832644.05,42681283.44,1512570173.66,1003260282.51,1172156056.96,340414116.7,310133024.57,2017,243910606.7
300155,7581869.05,218388024.6,32900153.96,1580306296.82,1110232198.31,1194934926.29,385371370.53,358956207.13,2018,265752202.6
300155,7262060.65,186341330.39,30230122.6,1608088517,1205046332.55,1260581805.85,347506711.15,324629960.31,2019,329437352.15
300156,125196229.6,116095713.51,134708307.34,2616389820.81,2192676104.19,1683187385.94,933202434.87,829836500.88,2012,374684166.94
300156,271756964.35,117153423.28,158731956.43,2744947675.21,2263397110.4,1486328382.59,1258619292.62,1211530735.41,2013,190966168.44
300156,93873214.93,84059177.17,148317148.05,2437185226.95,1375119538.36,1530934562.2,906250664.75,812427122.32,2014,221312246.13
300156,113887527.9,219697957.01,76520874.68,3139878542.72,2117948506.61,1817269389.63,1322609153.09,1004554785.88,2015,493357401.40000004
300156,113761387.97,201179266.5,169224476.51,5032139867.56,4329237816.54,2580494724.36,2451645143.2,1445080615.01,2016,1158713872.54
300156,80535563.26,147275767.62,130528305.36,7124244668.12,6414380123.67,2779859644.48,4344385023.64,3484158137.58,2017,1418759626.9499998
300156,143536361.03,123222602.66,114027012.79,5647147281.89,5137656360.64,1286038645.08,4361108636.81,4099501441.22,2018,-75061372.45
300157,4051396.35,64156023.51,109201623.28,2253821232.33,1266301229.68,2065230118.6,188591113.73,186122778.19,2012,263358034.77999997
300157,8883262.36,444614991.23,199070188.29,2864845041.89,1304374594.22,2279487511.52,585357530.37,576924346.91,2013,384928555.58
300157,10348624.48,505739391.66,223917379.26,3033931792.12,1308900760.86,2406599300.43,627332491.69,620875481.54,2014,450331457.72999996
300157,18733456.21,622879383.39,213819616.08,3875844823.43,1891157848.41,2563356186.55,1312488636.88,985328965.04,2015,525383118.90999997
300157,49204840.76,702840310.43,220108702.72,5745391102.86,2290494209.66,4012768885.78,1732622217.08,1371244320.11,2016,539059729.69
300157,46224867.24,527877158.84,182359233.54,6330101140.51,2832190172.52,3539164164.56,2790936975.95,2290361199.05,2017,92924374.78
300157,39829210.79,509931677.25,192821910.09,5536392601.6,1999270717.57,3596616918.94,1939775682.66,1685277294.43,2018,119119455.36000001
300157,120575583.42,486431394.71,137707831.18,4555030571.32,1913497356.39,2586521319.14,1968509252.18,1761576669.45,2019,-1093021825.74
300158,37122782.68,421206099.92,230400715.3,2583769360.11,1292243782.85,1899507480.65,684261879.46,619514637.74,2012,314802085.05
300158,41354363.02,860945174.79,279610603.85,2796897503.15,1272826022.31,1958262294.48,838635208.67,704088754.9,2013,380179241.97
300158,68879085.21,943258233.74,295558946.2,2858339655.52,1271958787.28,1970106464.37,888233191.15,747890054.25,2014,393336148.6
300158,79011339.46,1014622235.88,320056936.83,4070453799.16,1742856083.88,2030437383.57,2040016415.59,1869848611.04,2015,429182328.67
300158,91855887.69,1071280277.47,349948441.84,6874715664.74,2751610504.17,5271683745.96,1603031918.78,1273408393.97,2016,459446262.49
300158,119714848.98,1030543455.56,330522260.01,7613476577.3,3439784440.57,5557759856.92,2055716720.38,1719227593.43,2017,735138811.5300001
300158,121543165.09,1035825558.03,308538224.58,7212538342.16,3205857575.53,5362414111.99,1850124230.17,1440431003.27,2018,566978768.37
300158,125504553.38,992973544.23,287686673.48,6915261745.89,2950942998.76,5441122615.54,1474139130.35,1084528245.8,2019,646277267.5999999
300159,3105495.31,86098604.02,39134754.3,1031231792.67,841611984.28,954610625.45,76621167.22,65608039.06,2012,198443380.37
300159,8311254.92,189505104.64,46492453.94,1172783767.8,916259241.93,1030546457.56,142237310.24,127526015.87,2013,273142643.51
300159,1018531.49,200994382.27,43912199.21,1274672662.02,1018266547.63,1130589137.37,144083524.65,124660884.84,2014,349232836.52
300159,13700066.48,1368214328.58,300952431.26,7526617772.77,2473469701.96,5651000383.46,1875617389.31,848584063.11,2015,631947644.2
300159,6389029.54,1519722021.66,310141712.91,8060165507.41,2595822237.3,5903013904.26,2157151603.15,899777282.22,2016,850097053.34
300159,6457948.96,1538273408.85,367137327.32,8963156227.5,2751415340.53,6329678135.35,2633478092.15,1479952972.04,2017,1230217846.8400002
300159,40229463.17,1636123800.05,351879298.59,9771383297.03,3411131104.06,6538036058.15,3233347238.88,2056262802.94,2018,1485785723.4
300159,215366388.42,1708838312.25,295243533.87,7722350696.43,3142621353.72,4471659872.75,3250690823.68,2729075940.15,2019,-784334405.52
300160,22862982.22,251133834.69,23116726.16,1301146379.61,888881925.86,1035904960.91,265241418.7,237107618.7,2012,201904451.72
300160,18129790.38,398841238,20988859.83,1468425392.29,954389757.3,1063339726.89,405085665.4,361671865.4,2013,229782337.89000002
300160,46084618.1,372941171.53,35695151.34,1362717205.48,817268326.96,1084898508.7,277818696.78,228968276.78,2014,256924292.64000002
300160,32773226,490577864.38,37659323.49,1535275360.18,773261224.78,1126668719.78,408606640.4,360722600.4,2015,298694503.71999997
300160,33137016.7,490776880.98,35654607.37,1714085878.6,699094618.78,1224766662.45,489319216.15,443151556.15,2016,399375778.41
300160,40678662.76,489281148.4,33625087.73,2164912631.8,985164826.02,1331961416.68,832951215.12,694499935.12,2017,485684024.38
300160,35049422.01,479795337.87,36583210.88,1688653465.07,783730584.25,878729989.08,809923475.99,731868358.56,2018,121049159.83000001
300160,13139906.41,407024129.58,31814236.1,1710649816.66,933707710.17,1002642026.53,708007790.13,677731148.46,2019,245938032.71
300161,22377435.72,103400956.82,30885748.11,1156232723.26,938421719.81,871048811.14,285183912.12,251011630.36,2012,193764899.05
300161,19031688.81,112762548.82,36075153.51,1300674282.92,1047573914.91,897744793.02,402929489.9,350748684.64,2013,202742559.54
300161,21736151.51,181146282.73,36462529.4,1364468027.58,1062550901.26,930423076.88,434044950.7,345420707.86,2014,210222219.56
300161,18842281.56,256219164.61,41742272.04,1503870315.53,1131729520.25,938240232.49,565630083.04,501643361.19,2015,165628345.54
300161,28653562.05,291474763.62,74785963.22,2213916905.12,1581099253.33,1282590623.15,931326281.97,801815577.71,2016,178946694.12
300161,37289350.94,311067341.73,70083338.07,2325908914.38,1671881024.01,1371771557.47,954137356.91,828301980.34,2017,208360832.8
300161,49656891.22,332315061.04,75133894.81,2474321978.86,1771440635.08,1394576819.74,1079745159.12,948661492.54,2018,221588224.01000002
300161,69749946.66,305015162.78,93317202.68,2367976073.86,1679871050.43,1317667936.05,1050308137.81,949914912.76,2019,233462249.78
300162,8158152.73,219294176.25,23338537.61,882658737.8,618442587.14,746254825.97,136403911.83,122510396.98,2012,82539336.76
300162,12400516.64,231933007.44,18779131.11,872077261.92,602083156.67,735365450.4,136711811.52,119789456.68,2013,73170266.91
300162,17223168.88,244564448.4,17851652.58,915050899.28,561908408.1,772866249.89,142184649.39,134344531.24,2014,85541551.65
300162,18514017.49,224143789.93,25176629.58,1237244056.62,654986831.03,1281676343.74,149398229.48,138336054.89,2015,92107487.44
300162,18767580.96,202829188.79,22145294.18,1499590650.93,804968179.3,1142560885.31,357029765.62,186522442.82,2016,122867657.42
300162,24960124.24,179258994.35,19220619.12,1355912699.5,702675010.83,1117809611.43,238103088.07,228506278.5,2017,108204252.71
300162,24900521.16,213372595.56,16452808.18,1364991543.07,705299701.47,1056470462.99,308521080.08,297667109.67,2018,36774471.42
300162,18316203.05,202469753.08,13997646.92,1395339573.9,915790571.42,942251376.02,453088197.88,437341787.19,2019,77181609.64
300163,8638486.48,252279195.29,15613287.41,664717537.36,320197816.56,644415840.68,20301696.68,15009313.24,2012,75984979.10000001
300163,12500894.21,335449676.11,52526308.56,695722906.15,246093114.2,657610437.09,38112469.06,22264864.22,2013,89179575.51
300163,4853829.63,369353509.33,53077114.77,977070645.62,394201182.65,684370074.44,292700571.18,89851591.73,2014,112242173.96000001
300163,8264933.62,347656187.3,59355448.28,1160026231.44,421473133.91,691992469.44,468033762,267921315.49,2015,128194031.94
300163,6946345.31,423555385.06,64633489.84,1230000954.23,487515937.61,756664056.16,473336898.07,446732430.8,2016,184267133.74
300163,36982664.27,409423585.97,58375623.64,1022750648.9,386365355.7,694548429.95,328202218.95,124825827.53,2017,132613404.84
300163,10258284.45,396904505.47,56239510.25,875655773.28,397998666.11,479617697.56,396038075.72,181111079.44,2018,-68919385.09
300163,36472028.65,278661113.16,41576107.11,809725739.53,472764292.62,581140263.17,228585476.36,104268214.9,2019,-24037654.049999997
300164,2886444.05,238991018.05,25836741.56,1496795928.81,1190283947.2,1176242832.2,320553096.61,269691183.72,2012,251998617.29
300164,804858.94,310032678.78,9216672.87,1530395217.1,1048215752.03,1181551349.05,348843868.05,232681512.47,2013,252859443.6
300164,3750781.65,316925880.92,17787258.9,1701057197.1,1042085959.09,1310602817.1,390454380,256969379.96,2014,252879604.87
300164,2783629.18,420549755.33,14875059.43,2024497505.75,1093206489.74,1602699513.56,421797992.19,383371398.06,2015,230270043.51000002
300164,666601.74,312824879.48,13801704.89,2100103172.07,883891273.81,1641270259.66,458832912.41,202878678.94,2016,252244407.98000002
300164,1029602.51,428685952.79,51051302.32,2720124922.44,1099940484.3,2014570664.12,705554258.32,498654593.95,2017,291963405.1
300164,7887110.2,372082966.25,50106049.02,2915049963.66,1114654567,1830185639.06,1084864324.6,727415888.14,2018,386590818.67
300164,14640778.5,387730561.72,44619563.57,2952825271.78,1167843113.41,1872924681.54,1079900590.24,913925173.81,2019,386605827.2
300165,2717955.89,116059576.22,5211627.55,1530916043.13,1369354221.85,1404798963.18,126117079.95,92091251.09,2012,175209657.44
300165,3229028.34,142689039.5,13177857.63,1555067463.95,1366260557.57,1452921828.63,102145635.32,73438724.15,2013,212576806.54000002
300165,4256698.67,139510190.35,13086569.91,1566806564.56,1379516097.5,1484591799.25,82214765.31,63148078.76,2014,244119761.55
300165,7983391.01,133896327.16,15603046.85,1715543894.74,1382614030.16,1498425718.55,217118176.19,193197972.73,2015,258773047.06
300165,12427930.72,165013868.77,22574278.29,2107739778.22,1396835557.18,1543974997.89,563764780.33,538410674.25,2016,291429025.61
300165,19256873.36,198671764.06,31657717.68,2251488413.64,1343265801.66,1685308725.22,566179688.42,545980868.31,2017,383594134.65999997
300165,26497725.81,208288451.67,22276542.92,2229188925.77,1373072558.24,1672666249.22,556522676.55,536998368.47,2018,387448187.91999996
300165,18017465.58,217422416.28,25723344.97,2155458160.93,1313458956.52,1690281148.25,465177012.68,445458097.56,2019,390032856.7
300166,14424962.42,18046205.12,47833651.06,778990926.15,633633712.42,733277645.71,45713280.44,45337780.44,2012,175596968.38
300166,25607755.23,18878684.78,180271999.31,1135197833.49,661817480.68,1015778310.35,119419523.14,119044023.14,2013,259758340.70999998
300166,23766129.64,24198722.78,216322634.49,1816795989.67,824966870.6,1503881047.42,312914942.25,307629442.25,2014,395387033.78
300166,25379461.54,29936245.11,223095399.86,2829943215.79,1326251500.5,1859662523.7,970280692.09,965077025.42,2015,596000783.2199999
300166,47834250.4,211153871.57,376392945.47,4939626889.71,3166088608.64,4038536090.33,901090799.38,896869132.67,2016,923944853.6199999
300166,48705100.15,213659823.09,377891747.6,5146552962.93,3054901891.19,4491241661.8,655311301.13,637331634.38,2017,1321932358.83
300166,55571067.08,282933886.74,778694615.25,6106262129.94,3282851013.38,5102732599.35,1003529530.59,959521523.24,2018,1840191473.57
300166,67816995.57,298392031.63,978566650.68,6702507067.88,3339807913.31,5678398396.15,1024108671.73,830496708.53,2019,2333237481.31
300167,12124878.87,27666768.7,44403858.45,801527464.46,686281681.21,725383661.25,76143803.21,70143803.21,2012,108257516.36
300167,48347821.59,38428735.86,63215144.09,1009766241.18,759862345.45,741188266.76,268577974.42,259753381.22,2013,97639386.52
300167,53196212.68,27356359.66,51611606.25,1135232794.37,804157897.21,724930317.3,410302477.07,361193323.26,2014,88281431.23
300167,48208063.73,39443176.66,54127268.95,1219572474.57,754700301.3,762326307.76,457246166.81,443694511.83,2015,97702519.31
300167,29547569.07,40060011.23,57675191.12,1365644671.82,895359314.85,811630007.95,554014663.87,473722944.69,2016,123250987.67
300167,98762414.57,45623094.45,43947008.86,1296229588.05,752190940.4,749291266.05,546938322,511186383.03,2017,81905498.50999999
300167,92767192.26,24128080.24,10096996.52,1030452788.58,579336448.98,566230157.74,464222630.84,452945768.8,2018,-97386497.06
300167,139003840.43,15848858,9878986.81,1046684051.06,761965753.19,590781537.64,455902513.42,454490101.88,2019,-80085988.24000001
300168,35650510.22,120740366.58,122172099.64,1522127598.78,1141396108.95,1273772639.89,248354958.89,213634484.69,2012,308283429.58
300168,155441182.66,140556203.55,187248987.48,2078281843.33,1522120942.13,1481393352.07,596888491.26,562764167.88,2013,430674939.54999995
300168,97829108.45,197217805.63,179697467.64,3734133558.22,1997062653.67,1680855029.13,2053278529.09,1539321855.61,2014,596247138.91
300168,110068637.21,220386208.15,159118330.17,5076082366.45,2586632270.34,1978642615.81,3097439750.64,2631653056.78,2015,778166744.45
300168,121281262.96,451263260.44,403559089.65,6027402592.06,2836751660.54,2327932305.95,3699470286.11,3186331232.11,2016,944811166.59
300168,151682689.09,437063022.05,596420569.32,8003876625.67,4802064910.55,2813126849.27,5190749776.4,3900868309.85,2017,1240385637.59
300168,169255836.49,379524704.21,740370833.29,7820192006.25,4147908449.41,3654891649.53,4165300356.72,3386330326.58,2018,1434228177.6499999
300168,151785890.06,432175794.96,834896180.9,7614024078.87,3933570541.71,2912105052.87,4701919026,3735747726.79,2019,52666849.749999985
300169,3593993.6,239500782.98,107802476.35,1372191773.16,769374545.49,957281493.06,414910280.1,387503854.87,2012,103508497.32000001
300169,2722491.23,499665402.28,104066009.24,1552195162.33,880888865.66,865056078.95,687139083.38,472935218.74,2013,22918163.619999997
300169,6411131.29,492182899.87,139347106.95,1848083253.7,829181632.81,1219541136.07,628542117.63,411676648.28,2014,59117166.75
300169,8356285.72,471010697.14,159812300.54,1820865120.05,803524291.42,1238320321.48,582544798.57,551471673.71,2015,82565862.73
300169,18605507.01,436056150.17,158288729.71,2045819799.47,1025518496.2,1259295951.93,786523847.54,705968662.36,2016,100757705.53
300169,12086450.03,412169241.42,168182323.18,2064465552.27,1138505547.95,1179839481.9,884626070.37,798342282.17,2017,20139098.96
300169,12322771.7,381588681.24,159260045.64,2068868771.92,1165008129.17,1198191024.91,870677747.01,797890894.83,2018,36332886.54
300169,7152285.8,352925059.7,156152822.99,1822544072.89,1076210645.24,906989817.14,915554255.75,819874813.31,2019,-254132374.85999998
300170,15160427.17,12481257.92,43555677.29,1242542494.5,1057490627.43,1147851626.5,94690868,91811701.33,2012,223859277.54000002
300170,14981221,16129655.57,41959134.55,1477196420.6,1203093337.57,1350998226.69,126198193.91,122732262.34,2013,334432101.52
300170,16521490.46,265463285.27,42409818.8,1759828509.98,1358845389.08,1623448516.05,136379993.93,129153322.26,2014,471808713.40000004
300170,20573112.34,299871683.76,59843826.02,2108380164.71,1580179679.13,1742470920.08,365909244.63,359317644.63,2015,686048735.05
300170,36025022.59,323411857.22,58847698.78,2637265339.69,2053494500.74,2072094900.11,565170439.58,556177106.26,2016,902504540.57
300170,58606397.4,318955670.3,93122236.45,3146622560.24,2421605985.39,2454706531.46,691916028.78,674486900.96,2017,1183361080.11
300170,44805096.92,302140435.02,184414665.04,3818462915.42,2830553394.05,2939488884.34,878974031.08,846789722.97,2018,1544062552.35
300170,35423940.72,294227678.96,389205028.23,4192989403.08,3047300793,3063143871.81,1129845531.27,1099626286.92,2019,1637166578.85
300171,1468008.95,204655257.17,87543474.82,3211511420.88,2899070373.72,2226876648.15,984634772.73,970138371.3,2012,472417525.34
300171,3224553.79,200202700.63,83578454.2,3778529183.42,3389430551.25,2407949704.63,1370579478.79,1342329028.36,2013,634635954.56
300171,7401084.39,222155929.58,121198191.72,4168002528.61,3537892415.25,2676527642.54,1491474886.07,1435934012.91,2014,865598547.36
300171,5487433.73,386716153.9,128155304.4,4062213760.37,3232062546.56,2947997583.6,1114216176.77,1055314947.05,2015,1093478647.7
300171,6229223.24,413989455.77,116435777.34,4198018567.68,3353026481.73,2999817711.38,1198200856.3,1143208472.72,2016,1137620633.6399999
300171,6244154.14,401465801.65,106815772.24,4366270509.93,3513705270.64,3086158940.86,1280111569.07,1228098871.99,2017,1198463087.73
300171,7022190.49,381298982.09,97588981.2,4688089048.56,3865486184.98,3117179149.64,1570909898.92,1514118078.77,2018,1231225368.74
300171,2531374.45,356987323.13,89754380.78,5208577578.53,4454859908.34,3242580673.49,1965996905.04,1912220386.87,2019,1351909612.73
300172,24109603.19,25138837.52,50823056.73,1053886647.05,828318083.24,829267045.22,224619601.83,215510154.39,2012,190000536.07
300172,15071074.15,52180083.76,47093710,1223662602.89,968231946.81,878730601.7,344932001.19,322389107.94,2013,239571192.8
300172,10295038.27,51703696.95,80530294.89,1325732740.45,977559631.6,952174828.74,373557911.71,351746024.32,2014,303471045.12
300172,38754722.61,48849163.93,73964495.46,1510639403.24,1079832558.51,1040225606.61,470413796.63,438826813.77,2015,387461894.55
300172,19150621.84,102693004.3,67365511.56,1721762473.41,1202442537.33,1142358921,579403552.41,542927371.54,2016,479604884.62
300172,21250434.87,106101088.99,65652256.61,2018422244,1327785038.06,1242998240.46,775424003.54,543016763.7,2017,572416470.63
300172,24270153.24,130838704.08,274928617.92,2307769117.03,1353577770.88,1372603979.4,935165137.63,687546510.26,2018,669319786.05
300172,25644174.28,119070636.74,775112065.4,2508495829.38,1472856081.79,1530880421.67,977615407.71,697175348.64,2019,783554066.44
300173,2090566.43,118266600.29,48965634.6,763332446.05,530808993.29,572234586.88,191097859.17,182847859.17,2012,139976707.37
300173,741120.27,161724697.57,53109464.47,788852866.77,528795586.54,538337902.45,250514964.32,242264964.32,2013,106922013.78
300173,35511306.4,147417553.92,81967422.33,1969929030.26,943723551.31,1518340789.67,451588240.59,423214022.7,2014,114739125.88
300173,39529232.91,147447707.98,56733395.27,2069164936.48,1048614659.38,1591937605.61,477227330.87,435422124.04,2015,188335941.82
300173,1854095.25,138646706.96,48588842.25,2451702514.53,1439517151.12,1642890414.65,808812099.88,534059625.67,2016,239288750.86
300173,210076579.02,10172745.5,13903473.41,2618089020.29,1545096547.69,1686907136.92,931181883.37,618873042.53,2017,283025523.40999997
300173,130851286.8,11732932.52,116758149.58,1916259725.15,1373095889.44,844709021.18,1071550703.97,780608112.13,2018,-568447375.5
300173,16940139.48,10569419.87,107484745,1482514735.23,935391468.26,696424246.13,786090489.1,689562731.03,2019,-716732150.5500001
300174,954032.66,234007632.63,36279620.57,582093154.39,264121886.15,505703582.48,76389571.91,70699571.91,2012,71371651.83
300174,711477.42,296144004.98,35635505.88,584703811.86,237630562.62,497519601.35,87184210.51,80883378.83,2013,63187670.699999996
300174,1684853.75,299318706.87,34999937.44,606339124.61,233855035.62,498827996.14,107511128.47,99218650.51,2014,64496065.49
300174,672950.52,341031016.95,38879610.27,887859496.08,333014149,620022193.52,267837302.56,203010870.16,2015,133519500.72
300174,1843080.3,330571405,39826666.79,1102494172.37,317442880.18,654659173.49,447834998.88,398590278.99,2016,162467308.51000002
300174,2413501.08,325556854.69,72227416.03,1350422564.61,509846128.1,678580316.09,671842248.52,649794444.47,2017,183944057.43
300174,110113417.57,333974486.61,71464436.56,1606273502.25,633608928.42,757631815.45,848641686.8,779856723.97,2018,254339729.43
300174,51529406.05,428492445.76,123498366.45,1317285147.72,469801097.44,842490697.24,474794450.48,353251028.16,2019,295648961.28
300175,5988865.74,225958040.93,9389449.17,824880850.64,542604305.26,709587571.53,115293279.11,115293279.11,2012,168351856.17000002
300175,709064.72,234652049.43,8730976.02,1119721551.39,718378638.86,732350319.67,387371231.72,387371231.72,2013,181124836.38
300175,2126266.45,233530849.92,9649667.83,1482948790.49,999692062.07,901172531.47,581776259.02,565788277.41,2014,264244994.41
300175,3665110.23,231533266.89,8994714.15,1575400739.95,1054487765.58,950478312.98,624922426.97,601890611.32,2015,290394366.77
300175,2389045.31,210892896.77,8497207.18,1200870417.01,592032506.3,798465786.06,402404630.95,380791717.12,2016,314010218.14
300175,678069.66,313652740.04,8210248.43,898593939.38,364227302.22,828563632.08,70030307.3,42634446.35,2017,348903163.7
300175,114472693.13,344939290.03,28043311,1410242333.83,513875830.33,987770920.76,422471413.07,377902217.77,2018,402676169.31
300175,2307919.59,467984561.04,25248039.67,1512592939.8,637266168.5,1000881386.48,511711553.32,494749601.26,2019,294346450.6
300176,3231393.2,397140042.16,43259267.17,1013693410.54,500002891.79,543056800.53,470636610.01,414572498.17,2012,116469143.89
300176,33044735.53,605208368.88,42974520.26,1500507323.48,756543040.03,560163939.44,940343384.04,693920703.26,2013,133576282.8
300176,82841143.37,803567865.09,41685147.73,1817596248.76,762191055.78,565399805.18,1252196443.58,907199642.08,2014,138812148.54
300176,50658471.61,968375742.9,41187037.73,2032477885.48,895355912.79,598300859.18,1434177026.3,1120103664.54,2015,171713202.54000002
300176,7686959.43,938957503.88,40808104.09,1810441179.68,726315941.83,637684385.15,1172756794.53,853502064.94,2016,211096728.51
300176,18546305.23,908785399.12,41343798.44,2648936771.79,1545856106.06,1107383571.73,1541553200.06,1349783607.73,2017,680795915.0899999
